Day_of_Year,temperature_2m_min.p5,temperature_2m_min.p25,temperature_2m_min.p50,temperature_2m_min.p75,temperature_2m_min.p95,temperature_2m_max.p5,temperature_2m_max.p25,temperature_2m_max.p50,temperature_2m_max.p75,temperature_2m_max.p95,relative_humidity.p5,relative_humidity.p25,relative_humidity.p50,relative_humidity.p75,relative_humidity.p95,proba_wind.p5,proba_wind.p25,proba_wind.p50,proba_wind.p75,proba_wind.p95,proba_precipitation.p5,proba_precipitation.p25,proba_precipitation.p50,proba_precipitation.p75,proba_precipitation.p95,snow_depth.p5,snow_depth.p25,snow_depth.p50,snow_depth.p75,snow_depth.p95
111,-0.09,2.75,4.99,6.51,8.94,8.93,11.03,12.81,14.82,19.25,90.00,92.02,93.59,95.24,97.12,0.00,4.09,19.09,26.81,46.36,14.00,25.66,40.66,55.00,76.33,0.00,0.00,0.00,0.00,0.00
112,-0.06,2.85,5.13,6.63,9.06,9.04,11.05,12.93,14.94,19.30,89.82,92.02,93.66,95.24,97.11,0.00,5.00,20.00,27.27,45.91,15.00,26.66,42.66,55.33,77.33,0.00,0.00,0.00,0.00,0.00
113,-0.04,2.89,5.17,6.65,9.16,9.17,11.16,13.05,15.03,19.33,89.69,92.02,93.66,95.18,97.07,0.45,5.91,20.45,27.27,46.81,16.00,27.66,44.33,56.00,78.00,0.00,0.00,0.00,0.00,0.00
114,0.06,2.97,5.21,6.76,9.23,9.20,11.26,13.17,15.08,19.24,89.57,92.01,93.67,95.18,97.03,0.91,6.82,20.45,27.27,48.18,17.00,28.33,45.67,56.66,78.66,0.00,0.00,0.00,0.00,0.00
115,0.19,3.04,5.30,6.80,9.26,9.26,11.32,13.26,15.12,19.35,89.48,91.96,93.62,95.18,97.01,1.36,7.73,21.36,27.27,49.09,18.00,28.66,46.67,56.66,78.33,0.00,0.00,0.00,0.00,0.00
116,0.31,3.18,5.41,6.92,9.41,9.27,11.43,13.40,15.23,19.33,89.44,91.93,93.59,95.14,96.98,1.36,8.63,21.82,28.18,50.45,18.66,29.66,47.67,56.66,77.66,0.00,0.00,0.00,0.00,0.00
117,0.53,3.25,5.52,7.05,9.47,9.32,11.52,13.44,15.36,19.45,89.31,91.86,93.56,95.15,96.99,1.36,8.63,22.27,30.00,51.82,19.00,30.33,48.33,56.66,77.00,0.00,0.00,0.00,0.00,0.00
118,0.70,3.44,5.61,7.19,9.64,9.42,11.60,13.53,15.52,19.67,89.34,91.87,93.50,95.13,97.01,1.36,8.63,22.72,32.27,53.63,19.00,31.00,48.00,56.33,76.33,0.00,0.00,0.00,0.00,0.00
119,0.92,3.54,5.75,7.34,9.72,9.44,11.67,13.60,15.66,19.78,89.41,91.92,93.56,95.28,97.19,1.36,8.18,22.72,35.00,55.91,18.66,32.00,47.33,56.00,76.66,0.00,0.00,0.00,0.00,0.00
120,1.11,3.74,5.94,7.52,9.80,9.51,11.75,13.71,15.80,19.81,89.37,91.91,93.58,95.31,97.22,1.36,7.27,21.81,38.18,58.63,18.00,32.33,46.67,56.00,77.66,0.00,0.00,0.00,0.00,0.00
121,1.15,3.94,6.08,7.68,9.94,9.60,11.87,13.76,15.87,19.87,89.35,91.91,93.62,95.33,97.20,1.36,6.36,20.90,41.36,60.90,17.00,32.33,45.33,55.33,78.66,0.00,0.00,0.00,0.00,0.00
122,1.15,4.08,6.16,7.84,10.12,9.62,11.96,13.78,15.89,19.86,89.40,91.99,93.66,95.33,97.26,1.36,5.45,21.36,44.09,64.09,15.66,32.66,44.33,55.33,79.33,0.00,0.00,0.00,0.00,0.00
123,1.16,4.18,6.24,7.93,10.30,9.59,11.97,13.78,15.88,19.86,89.42,92.07,93.68,95.34,97.28,0.91,4.55,22.27,45.91,65.91,14.66,32.33,43.67,55.33,79.33,0.00,0.00,0.00,0.00,0.00
124,1.10,4.22,6.31,8.04,10.29,9.63,12.00,13.77,15.82,19.79,89.53,92.02,93.60,95.34,97.32,0.45,3.64,23.18,47.72,67.27,13.00,32.00,43.33,55.66,79.00,0.00,0.00,0.00,0.00,0.00
125,1.21,4.29,6.36,8.10,10.29,9.66,11.96,13.78,15.83,19.72,89.60,92.01,93.56,95.32,97.29,0.00,2.73,23.18,49.54,68.63,11.00,31.66,43.00,56.00,79.33,0.00,0.00,0.00,0.00,0.00
126,1.31,4.33,6.36,8.14,10.30,9.82,12.05,13.86,15.90,19.73,89.59,92.06,93.57,95.34,97.24,0.00,1.82,22.72,50.45,69.09,9.00,30.33,42.00,55.66,80.00,0.00,0.00,0.00,0.00,0.00
127,1.37,4.37,6.44,8.26,10.53,9.93,12.14,13.92,15.99,19.77,89.61,92.07,93.62,95.38,97.25,0.00,0.91,22.72,50.45,69.09,7.33,29.00,41.00,55.66,81.00,0.00,0.00,0.00,0.00,0.00
128,1.50,4.47,6.49,8.40,10.65,10.04,12.30,14.02,15.97,19.87,89.63,92.05,93.65,95.39,97.29,0.00,0.00,23.18,50.00,67.72,6.00,27.00,40.33,55.33,81.67,0.00,0.00,0.00,0.00,0.00
129,1.67,4.55,6.59,8.49,10.70,10.25,12.41,14.12,16.04,19.95,89.73,92.06,93.61,95.33,97.20,0.00,0.00,22.72,49.09,66.36,5.33,25.33,39.33,55.00,81.67,0.00,0.00,0.00,0.00,0.00
130,1.97,4.68,6.70,8.58,10.83,10.44,12.58,14.32,16.20,20.04,89.70,92.01,93.62,95.33,97.11,0.00,0.00,22.72,47.27,65.45,4.66,24.33,38.00,54.33,81.00,0.00,0.00,0.00,0.00,0.00
131,2.14,4.82,6.81,8.68,10.85,10.57,12.75,14.49,16.33,20.12,89.78,92.04,93.63,95.29,97.08,0.00,0.00,22.72,45.00,65.90,4.00,23.33,37.33,54.00,80.00,0.00,0.00,0.00,0.00,0.00
132,2.36,4.95,6.85,8.73,10.96,10.65,12.90,14.64,16.40,20.29,89.93,92.03,93.59,95.25,97.05,0.00,0.00,22.72,43.63,65.45,3.33,22.33,37.00,53.33,78.67,0.00,0.00,0.00,0.00,0.00
133,2.61,5.08,6.95,8.88,10.98,10.79,13.02,14.75,16.61,20.44,89.95,91.95,93.51,95.26,97.00,0.00,0.00,21.81,43.18,66.36,2.66,21.33,36.66,52.00,77.33,0.00,0.00,0.00,0.00,0.00
134,2.71,5.20,7.08,8.94,11.03,10.84,13.06,14.88,16.82,20.77,89.97,91.92,93.45,95.19,96.95,0.00,0.00,21.82,42.27,67.72,2.33,21.00,35.66,50.33,75.66,0.00,0.00,0.00,0.00,0.00
135,2.81,5.37,7.18,9.11,11.20,10.89,13.24,14.98,17.02,20.91,89.94,91.91,93.48,95.19,96.96,0.00,0.00,21.82,41.36,68.63,2.33,21.33,35.00,49.33,73.66,0.00,0.00,0.00,0.00,0.00
136,2.95,5.47,7.32,9.20,11.35,11.07,13.35,15.06,17.11,21.12,89.89,91.90,93.44,95.22,96.98,0.00,0.00,22.72,39.54,69.54,2.33,21.66,34.66,48.66,71.33,0.00,0.00,0.00,0.00,0.00
137,3.07,5.62,7.38,9.28,11.44,11.19,13.45,15.16,17.14,21.21,89.88,91.89,93.42,95.28,96.97,0.00,0.00,22.27,38.18,70.45,2.33,21.66,34.00,47.66,68.66,0.00,0.00,0.00,0.00,0.00
138,3.22,5.77,7.50,9.38,11.52,11.21,13.52,15.17,17.19,21.33,89.86,91.85,93.43,95.34,97.04,0.00,0.00,21.36,36.81,70.90,2.66,22.33,34.00,47.33,66.66,0.00,0.00,0.00,0.00,0.00
139,3.34,5.91,7.55,9.45,11.64,11.20,13.64,15.26,17.30,21.43,89.71,91.82,93.41,95.26,97.02,0.00,0.00,21.36,35.45,70.45,3.00,22.66,34.33,46.99,64.66,0.00,0.00,0.00,0.00,0.00
140,3.38,5.96,7.58,9.56,11.76,11.26,13.73,15.36,17.41,21.41,89.64,91.82,93.41,95.30,97.08,0.00,0.00,21.36,33.63,69.54,3.00,23.00,35.00,46.99,63.00,0.00,0.00,0.00,0.00,0.00
141,3.50,6.00,7.67,9.68,11.78,11.32,13.79,15.45,17.49,21.38,89.44,91.82,93.40,95.31,97.14,0.00,0.00,20.45,31.81,68.18,3.00,23.33,36.00,46.66,61.67,0.00,0.00,0.00,0.00,0.00
142,3.66,6.08,7.80,9.72,11.81,11.46,13.92,15.55,17.68,21.44,89.28,91.83,93.41,95.25,97.06,0.00,0.00,18.63,29.99,66.81,3.33,23.66,36.33,46.66,61.00,0.00,0.00,0.00,0.00,0.00
143,3.89,6.20,7.93,9.80,11.88,11.61,14.05,15.70,17.97,21.51,89.17,91.87,93.41,95.23,97.06,0.00,0.00,17.27,27.72,65.00,4.00,24.00,36.00,46.66,60.33,0.00,0.00,0.00,0.00,0.00
144,4.20,6.39,8.08,9.91,12.03,11.78,14.23,15.90,18.22,21.69,88.98,91.83,93.48,95.22,97.05,0.00,0.00,14.54,25.90,62.72,4.33,24.00,35.66,46.66,59.66,0.00,0.00,0.00,0.00,0.00
145,4.31,6.59,8.26,10.02,12.17,12.08,14.44,16.05,18.42,21.89,88.83,91.80,93.41,95.15,97.02,0.00,0.00,11.82,24.09,60.45,5.00,23.66,35.00,46.66,59.66,0.00,0.00,0.00,0.00,0.00
146,4.48,6.71,8.40,10.13,12.28,12.08,14.57,16.17,18.53,22.04,88.85,91.79,93.40,95.16,97.07,0.00,0.00,9.54,23.18,58.63,6.33,23.66,34.66,46.66,60.00,0.00,0.00,0.00,0.00,0.00
147,4.69,6.91,8.52,10.15,12.28,12.14,14.64,16.31,18.63,22.20,88.89,91.77,93.37,95.17,97.08,0.00,0.00,7.72,21.81,56.82,7.66,23.66,35.66,46.33,61.33,0.00,0.00,0.00,0.00,0.00
148,4.89,7.03,8.64,10.15,12.37,12.21,14.72,16.42,18.82,22.22,88.84,91.81,93.38,95.13,96.99,0.00,0.00,5.91,21.36,55.91,8.66,24.00,35.66,46.33,62.33,0.00,0.00,0.00,0.00,0.00
149,5.01,7.15,8.71,10.22,12.54,12.32,14.84,16.53,18.95,22.34,88.79,91.78,93.39,95.12,97.00,0.00,0.00,5.00,20.91,55.91,9.00,23.66,35.66,46.33,63.67,0.00,0.00,0.00,0.00,0.00
150,5.06,7.23,8.87,10.36,12.59,12.46,14.91,16.61,19.07,22.48,88.85,91.84,93.34,95.05,97.05,0.00,0.00,4.54,21.36,56.36,10.00,22.66,35.66,46.33,65.33,0.00,0.00,0.00,0.00,0.00
151,5.18,7.34,8.98,10.48,12.73,12.51,15.00,16.76,19.27,22.67,88.76,91.84,93.30,95.01,96.99,0.00,0.00,5.45,22.27,56.36,11.00,22.00,35.00,46.99,67.00,0.00,0.00,0.00,0.00,0.00
152,5.32,7.43,9.15,10.63,12.81,12.61,15.06,16.84,19.48,22.83,88.73,91.82,93.29,95.03,97.01,0.00,0.00,6.82,23.63,55.91,11.66,21.33,34.33,47.99,68.33,0.00,0.00,0.00,0.00,0.00
153,5.38,7.55,9.31,10.78,13.02,12.61,15.11,16.95,19.56,22.99,88.87,91.86,93.30,94.98,97.02,0.00,0.00,8.18,25.45,55.45,11.66,20.66,34.00,48.33,70.33,0.00,0.00,0.00,0.00,0.00
154,5.49,7.69,9.44,10.98,13.26,12.70,15.25,17.01,19.61,23.14,88.95,91.89,93.32,95.01,97.15,0.00,0.00,9.54,27.72,55.45,12.00,20.00,34.00,48.33,72.33,0.00,0.00,0.00,0.00,0.00
155,5.65,7.81,9.58,11.08,13.33,12.84,15.28,17.15,19.63,23.21,89.06,91.92,93.32,95.04,97.24,0.00,0.00,10.91,30.45,55.45,11.66,19.00,34.00,49.00,74.00,0.00,0.00,0.00,0.00,0.00
156,5.78,7.93,9.62,11.16,13.32,12.92,15.34,17.25,19.74,23.24,89.05,91.89,93.31,95.04,97.26,0.00,0.00,11.81,33.18,55.00,10.66,18.33,33.66,50.33,74.66,0.00,0.00,0.00,0.00,0.00
157,5.90,8.01,9.70,11.23,13.36,13.07,15.45,17.34,19.83,23.31,89.08,91.90,93.31,94.99,97.22,0.00,0.91,13.63,35.00,55.45,9.66,17.66,32.66,52.66,74.33,0.00,0.00,0.00,0.00,0.00
158,5.99,8.13,9.79,11.26,13.41,13.27,15.56,17.46,19.92,23.33,88.99,91.93,93.32,94.94,97.14,0.00,1.82,15.45,35.45,56.36,9.00,17.00,32.66,54.33,74.66,0.00,0.00,0.00,0.00,0.00
159,5.99,8.25,9.95,11.40,13.56,13.54,15.70,17.63,20.11,23.51,88.99,91.96,93.36,94.96,97.08,0.00,2.73,16.36,35.90,57.27,9.00,16.66,32.33,55.66,75.00,0.00,0.00,0.00,0.00,0.00
160,6.18,8.39,10.06,11.50,13.65,13.66,15.82,17.73,20.18,23.72,89.11,92.00,93.41,94.93,97.02,0.00,3.64,17.27,36.81,57.72,8.66,16.66,31.66,56.33,75.00,0.00,0.00,0.00,0.00,0.00
161,6.38,8.49,10.15,11.61,13.89,13.79,15.87,17.75,20.30,24.07,89.33,91.98,93.39,94.88,96.99,0.00,4.55,18.18,37.72,57.72,8.33,15.99,31.33,56.33,75.00,0.00,0.00,0.00,0.00,0.00
162,6.44,8.63,10.25,11.75,14.08,13.88,15.93,17.81,20.28,24.21,89.45,91.94,93.35,94.92,96.98,0.00,6.36,19.09,37.72,59.09,8.00,15.99,31.33,56.00,74.66,0.00,0.00,0.00,0.00,0.00
163,6.55,8.74,10.32,11.84,14.16,13.96,15.98,17.87,20.24,24.36,89.54,91.89,93.30,94.89,96.92,0.00,7.73,20.00,37.72,60.45,8.33,16.33,31.33,56.33,74.33,0.00,0.00,0.00,0.00,0.00
164,6.63,8.81,10.37,11.86,14.21,14.01,15.99,17.91,20.26,24.38,89.62,91.90,93.26,94.84,96.90,0.00,9.09,21.36,37.27,60.91,8.33,17.00,32.00,57.00,74.00,0.00,0.00,0.00,0.00,0.00
165,6.65,8.85,10.40,11.94,14.28,14.03,16.06,18.01,20.31,24.48,89.74,91.88,93.26,94.83,96.91,0.00,10.00,22.27,36.36,61.81,8.33,18.00,32.33,56.33,73.33,0.00,0.00,0.00,0.00,0.00
166,6.79,8.97,10.54,12.11,14.44,14.19,16.10,18.17,20.42,24.59,89.68,91.83,93.23,94.83,96.82,0.00,10.45,23.63,35.45,63.18,8.66,18.33,33.00,55.00,73.33,0.00,0.00,0.00,0.00,0.00
167,6.84,9.08,10.63,12.27,14.54,14.32,16.25,18.27,20.63,24.85,89.45,91.72,93.13,94.77,96.87,0.00,10.45,24.54,36.36,63.63,9.00,19.33,33.66,53.33,73.66,0.00,0.00,0.00,0.00,0.00
168,6.95,9.22,10.77,12.42,14.66,14.39,16.43,18.42,20.71,25.17,89.34,91.54,93.00,94.72,96.94,0.00,10.00,25.45,37.72,63.63,9.00,20.00,34.33,52.33,73.66,0.00,0.00,0.00,0.00,0.00
169,7.12,9.36,10.85,12.50,14.79,14.45,16.51,18.52,20.84,25.36,89.23,91.53,92.98,94.71,96.95,0.00,9.54,26.81,39.09,63.63,8.66,21.00,35.00,51.33,73.66,0.00,0.00,0.00,0.00,0.00
170,7.20,9.50,10.91,12.56,14.97,14.48,16.60,18.58,20.97,25.44,89.10,91.53,93.00,94.79,96.99,0.00,9.09,27.72,40.45,63.63,8.33,22.00,36.00,51.00,73.33,0.00,0.00,0.00,0.00,0.00
171,7.31,9.61,11.01,12.64,15.04,14.60,16.70,18.58,21.00,25.58,89.07,91.48,92.95,94.79,97.02,0.00,9.09,27.72,42.27,64.09,7.99,23.33,37.00,50.33,73.00,0.00,0.00,0.00,0.00,0.00
172,7.37,9.74,11.03,12.67,15.06,14.65,16.83,18.62,21.02,25.59,88.98,91.44,92.97,94.77,97.06,0.00,8.63,27.72,44.09,64.09,7.66,24.33,37.66,50.00,73.00,0.00,0.00,0.00,0.00,0.00
173,7.50,9.88,11.12,12.71,15.18,14.84,16.94,18.64,21.11,25.82,88.73,91.33,92.93,94.77,97.00,0.00,8.18,27.72,45.91,64.09,6.99,25.00,38.33,50.00,72.33,0.00,0.00,0.00,0.00,0.00
174,7.66,9.91,11.17,12.74,15.22,15.00,16.99,18.76,21.17,25.90,88.48,91.21,92.87,94.74,96.87,0.00,8.63,27.72,47.72,65.45,6.66,25.33,38.33,50.33,72.33,0.00,0.00,0.00,0.00,0.00
175,7.78,9.96,11.24,12.79,15.30,15.10,17.09,18.80,21.23,25.98,88.24,91.09,92.77,94.68,96.79,0.00,9.54,28.63,49.54,66.81,6.66,25.66,38.66,51.00,73.00,0.00,0.00,0.00,0.00,0.00
176,7.91,10.06,11.31,12.88,15.41,15.12,17.17,18.82,21.30,26.06,88.19,91.08,92.79,94.64,96.82,0.45,10.91,29.09,51.36,67.27,6.33,26.33,39.00,51.33,74.00,0.00,0.00,0.00,0.00,0.00
177,7.99,10.11,11.41,12.96,15.53,15.20,17.27,18.89,21.46,26.12,88.11,91.06,92.77,94.66,96.86,0.91,11.82,29.09,52.27,67.72,6.33,26.33,39.33,51.66,75.00,0.00,0.00,0.00,0.00,0.00
178,8.16,10.20,11.48,13.02,15.64,15.28,17.32,18.91,21.46,26.21,88.11,91.05,92.72,94.61,96.83,0.91,13.18,29.09,52.72,68.18,6.33,26.00,39.33,52.33,75.66,0.00,0.00,0.00,0.00,0.00
179,8.29,10.25,11.50,13.04,15.61,15.40,17.33,18.91,21.43,26.20,88.05,90.98,92.64,94.56,96.85,0.91,14.09,28.63,52.27,68.63,6.33,25.66,39.33,53.33,76.00,0.00,0.00,0.00,0.00,0.00
180,8.26,10.30,11.55,13.06,15.66,15.49,17.42,18.93,21.54,26.25,87.88,90.92,92.56,94.48,96.81,0.91,15.00,28.18,51.36,68.63,5.66,25.33,39.67,54.66,76.67,0.00,0.00,0.00,0.00,0.00
181,8.33,10.40,11.65,13.06,15.60,15.57,17.56,19.07,21.61,26.16,87.69,90.84,92.54,94.47,96.79,0.91,15.00,28.18,49.99,69.09,4.99,25.00,39.33,56.00,77.33,0.00,0.00,0.00,0.00,0.00
182,8.49,10.48,11.69,13.09,15.52,15.61,17.61,19.18,21.73,26.16,87.54,90.79,92.51,94.45,96.89,0.91,13.63,28.18,48.63,68.63,4.33,24.33,39.33,57.00,77.33,0.00,0.00,0.00,0.00,0.00
