Day_of_Year,temperature_2m_min.p5,temperature_2m_min.p25,temperature_2m_min.p50,temperature_2m_min.p75,temperature_2m_min.p95,temperature_2m_max.p5,temperature_2m_max.p25,temperature_2m_max.p50,temperature_2m_max.p75,temperature_2m_max.p95,relative_humidity.p5,relative_humidity.p25,relative_humidity.p50,relative_humidity.p75,relative_humidity.p95,proba_wind.p5,proba_wind.p25,proba_wind.p50,proba_wind.p75,proba_wind.p95,proba_precipitation.p5,proba_precipitation.p25,proba_precipitation.p50,proba_precipitation.p75,proba_precipitation.p95,snow_depth.p5,snow_depth.p25,snow_depth.p50,snow_depth.p75,snow_depth.p95
108,-2.35,-0.10,1.60,3.32,5.65,4.77,7.84,10.25,13.17,17.31,85.23,88.72,91.65,94.45,97.86,0.00,0.00,0.00,5.91,29.54,3.33,15.66,24.67,45.67,61.66,0.00,0.00,0.03,0.85,2.83
109,-2.17,0.00,1.72,3.46,5.80,5.07,8.07,10.49,13.34,17.59,85.06,88.59,91.52,94.35,97.79,0.00,0.00,0.00,5.45,29.99,4.66,16.66,26.00,45.67,60.66,0.00,0.00,0.02,0.65,2.49
110,-1.88,0.18,1.85,3.65,6.01,5.27,8.29,10.68,13.60,17.88,84.96,88.44,91.37,94.31,97.69,0.00,0.00,0.00,5.00,29.99,6.00,18.00,27.33,46.00,59.33,0.00,0.00,0.01,0.45,2.16
111,-1.71,0.30,2.06,3.85,6.23,5.62,8.48,10.90,13.71,18.08,84.73,88.26,91.22,94.28,97.79,0.00,0.00,0.00,4.09,28.63,7.66,19.66,28.66,46.33,58.00,0.00,0.00,0.00,0.31,1.86
112,-1.52,0.42,2.20,3.96,6.43,5.84,8.61,11.06,13.89,18.17,84.58,88.17,91.08,94.26,97.71,0.00,0.00,0.00,3.18,26.81,9.33,21.33,30.33,46.00,57.66,0.00,0.00,0.00,0.21,1.63
113,-1.39,0.53,2.35,4.09,6.57,6.01,8.73,11.21,14.05,18.28,84.42,88.01,90.86,94.18,97.69,0.00,0.00,0.00,2.27,25.45,10.33,23.33,31.66,45.00,58.00,0.00,0.00,0.00,0.15,1.40
114,-1.29,0.60,2.41,4.18,6.73,6.18,8.91,11.33,14.23,18.45,84.19,87.78,90.63,94.04,97.71,0.00,0.00,0.00,1.82,24.54,11.00,25.00,33.66,44.33,58.33,0.00,0.00,0.00,0.08,1.21
115,-1.20,0.71,2.50,4.32,6.84,6.23,8.98,11.49,14.47,18.45,84.23,87.71,90.59,93.92,97.61,0.00,0.00,0.00,1.36,24.54,11.66,26.00,35.00,44.00,59.33,0.00,0.00,0.00,0.05,1.08
116,-1.11,0.83,2.64,4.39,6.92,6.42,9.10,11.70,14.64,18.47,84.09,87.63,90.51,93.87,97.60,0.00,0.00,0.00,1.82,24.09,12.33,26.66,36.00,44.66,60.66,0.00,0.00,0.00,0.03,0.99
117,-0.99,0.94,2.78,4.50,7.03,6.44,9.15,11.84,14.87,18.58,84.01,87.60,90.44,93.83,97.66,0.00,0.00,0.00,2.27,22.72,12.66,27.00,36.66,46.33,62.33,0.00,0.00,0.00,0.02,0.94
118,-0.87,1.06,2.89,4.69,7.26,6.62,9.22,11.91,15.14,18.86,83.98,87.62,90.36,93.82,97.65,0.00,0.00,0.00,3.18,21.81,12.66,26.99,37.33,48.33,64.33,0.00,0.00,0.00,0.02,0.90
119,-0.71,1.12,3.03,4.87,7.47,6.66,9.30,12.10,15.36,19.08,83.90,87.55,90.29,93.83,97.66,0.00,0.00,0.00,3.63,21.36,12.66,26.66,38.66,50.33,66.66,0.00,0.00,0.00,0.02,0.87
120,-0.59,1.25,3.18,5.13,7.68,6.76,9.48,12.32,15.58,19.31,83.90,87.50,90.42,93.92,97.72,0.00,0.00,0.00,4.09,21.36,12.33,26.33,40.00,52.00,69.33,0.00,0.00,0.00,0.02,0.84
121,-0.51,1.43,3.43,5.33,7.85,6.92,9.63,12.43,15.91,19.47,84.05,87.45,90.49,94.00,97.80,0.00,0.00,0.00,5.00,21.81,11.67,26.00,41.66,53.67,71.66,0.00,0.00,0.00,0.02,0.80
122,-0.42,1.63,3.66,5.58,8.13,7.08,9.85,12.54,16.14,19.69,84.01,87.53,90.68,94.21,97.83,0.00,0.00,0.00,5.91,22.27,11.67,26.00,43.00,55.33,73.33,0.00,0.00,0.00,0.01,0.76
123,-0.31,1.77,3.91,5.83,8.30,7.10,10.03,12.60,16.21,19.86,83.88,87.52,90.82,94.38,97.90,0.00,0.00,0.00,6.82,21.81,12.33,26.33,44.67,57.67,74.33,0.00,0.00,0.00,0.00,0.66
124,-0.22,1.96,4.04,5.93,8.51,7.15,10.13,12.63,16.28,20.03,83.83,87.58,90.93,94.41,97.91,0.00,0.00,0.00,7.72,21.81,13.00,26.99,45.33,59.00,75.33,0.00,0.00,0.00,0.00,0.56
125,-0.09,2.13,4.13,6.04,8.62,7.31,10.28,12.75,16.33,20.28,83.85,87.58,90.92,94.30,97.88,0.00,0.00,0.00,8.63,21.36,13.66,28.00,46.66,60.00,76.00,0.00,0.00,0.00,0.00,0.47
126,0.11,2.34,4.24,6.14,8.71,7.46,10.33,12.83,16.39,20.42,83.87,87.61,90.92,94.29,97.98,0.00,0.00,0.00,9.54,21.36,14.66,29.33,47.33,60.33,76.66,0.00,0.00,0.00,0.00,0.37
127,0.37,2.49,4.39,6.27,8.90,7.62,10.36,12.90,16.38,20.44,83.83,87.69,91.03,94.42,97.96,0.00,0.00,0.00,10.91,21.81,15.66,30.66,48.00,60.33,76.66,0.00,0.00,0.00,0.00,0.27
128,0.59,2.72,4.50,6.37,9.02,7.65,10.47,12.99,16.43,20.52,83.92,87.74,91.09,94.43,98.00,0.00,0.00,0.00,11.82,21.81,16.33,31.66,48.66,60.33,76.33,0.00,0.00,0.00,0.00,0.20
129,0.79,2.92,4.65,6.50,9.26,7.75,10.60,13.19,16.61,20.61,84.02,87.88,91.16,94.43,97.95,0.00,0.00,0.00,12.27,21.36,16.33,32.66,49.33,60.67,76.33,0.00,0.00,0.00,0.00,0.15
130,0.95,3.09,4.84,6.69,9.42,7.83,10.80,13.38,16.77,20.79,84.11,88.05,91.19,94.43,98.01,0.00,0.00,0.00,12.72,21.36,16.33,33.66,49.66,61.33,76.33,0.00,0.00,0.00,0.00,0.13
131,1.10,3.30,5.01,6.90,9.63,7.95,10.94,13.59,17.10,21.02,84.25,88.25,91.31,94.47,97.99,0.00,0.00,0.00,13.18,21.81,16.00,34.66,50.00,62.00,76.66,0.00,0.00,0.00,0.00,0.11
132,1.24,3.51,5.21,7.12,9.84,8.15,11.09,13.76,17.27,21.28,84.28,88.37,91.45,94.59,98.11,0.00,0.00,0.00,13.18,22.72,15.33,35.33,50.00,62.66,77.00,0.00,0.00,0.00,0.00,0.11
133,1.41,3.74,5.42,7.37,10.11,8.32,11.27,13.98,17.60,21.61,84.33,88.52,91.63,94.68,98.05,0.00,0.00,0.00,13.63,24.08,14.33,34.66,49.66,62.66,78.00,0.00,0.00,0.00,0.00,0.11
134,1.60,3.98,5.66,7.64,10.40,8.47,11.49,14.21,17.83,21.87,84.37,88.68,91.68,94.69,98.06,0.00,0.00,0.00,13.63,24.54,13.00,33.66,49.33,63.33,78.66,0.00,0.00,0.00,0.00,0.11
135,1.80,4.19,5.89,7.84,10.68,8.69,11.72,14.35,17.99,22.17,84.29,88.73,91.69,94.77,98.05,0.00,0.00,0.00,13.18,25.00,11.66,32.33,48.00,64.00,79.33,0.00,0.00,0.00,0.00,0.08
136,2.02,4.39,6.07,8.03,10.95,8.72,11.86,14.49,18.19,22.48,84.24,88.75,91.79,94.84,98.01,0.00,0.00,0.00,12.72,25.45,10.00,30.66,47.66,64.33,79.66,0.00,0.00,0.00,0.00,0.06
137,2.24,4.56,6.23,8.21,11.16,9.01,12.02,14.60,18.30,22.72,84.16,88.79,91.91,94.88,97.92,0.00,0.00,0.00,11.81,25.91,8.33,29.33,46.66,64.33,80.00,0.00,0.00,0.00,0.00,0.05
